1.600000,1.600000,-93.000000,-93.000000,-71.000000,-74.000000,-66.500000,-65.000000,-68.500000,-65.000000,-56.000000,-64.000000,-63.000000,-83.000000,-54.500000,-93.000000,-68.000000
1.600000,3.200000,-93.000000,-80.000000,-70.000000,-69.000000,-57.500000,-73.000000,-60.000000,-67.000000,-64.500000,-65.000000,-53.000000,-74.000000,-63.000000,-93.000000,-60.000000
3.200000,3.200000,-93.000000,-77.000000,-69.500000,-70.000000,-54.000000,-58.000000,-60.000000,-75.000000,-61.500000,-60.000000,-60.000000,-72.000000,-57.000000,-93.000000,-58.500000
4.800000,3.200000,-93.000000,-93.000000,-76.500000,-63.000000,-54.000000,-59.000000,-63.500000,-64.000000,-57.500000,-67.500000,-64.000000,-71.000000,-58.500000,-84.000000,-62.000000
6.400000,3.200000,-93.000000,-74.000000,-71.500000,-64.000000,-50.500000,-61.000000,-60.000000,-73.500000,-64.500000,-66.000000,-62.000000,-74.000000,-60.500000,-87.000000,-62.000000
8.000000,3.200000,-93.000000,-78.000000,-70.500000,-65.000000,-59.500000,-60.000000,-62.000000,-60.000000,-61.000000,-64.000000,-57.000000,-69.000000,-56.500000,-84.000000,-58.000000
9.600000,3.200000,-93.000000,-93.000000,-69.000000,-65.000000,-56.000000,-56.500000,-58.000000,-65.000000,-57.000000,-63.000000,-59.000000,-64.000000,-53.000000,-82.000000,-61.000000
11.200000,3.200000,-93.000000,-78.000000,-68.000000,-61.500000,-57.000000,-49.000000,-62.500000,-69.000000,-62.500000,-65.000000,-65.000000,-69.000000,-56.000000,-83.000000,-59.500000
12.800000,3.200000,-93.000000,-74.000000,-66.000000,-59.000000,-55.500000,-48.000000,-59.000000,-60.500000,-62.000000,-69.000000,-69.000000,-71.000000,-60.000000,-87.000000,-56.500000
1.600000,4.800000,-93.000000,-77.000000,-72.500000,-67.000000,-57.000000,-67.000000,-58.000000,-71.000000,-60.000000,-67.000000,-47.500000,-76.000000,-55.500000,-87.000000,-60.000000
3.200000,4.800000,-93.000000,-75.000000,-68.000000,-64.500000,-59.000000,-56.500000,-60.500000,-69.000000,-64.500000,-59.000000,-55.000000,-70.000000,-62.000000,-88.000000,-61.500000
4.800000,4.800000,-93.000000,-74.500000,-70.000000,-64.500000,-55.000000,-60.000000,-57.000000,-73.500000,-64.000000,-60.000000,-59.000000,-72.000000,-56.000000,-93.000000,-59.500000
6.400000,4.800000,-93.000000,-70.000000,-69.000000,-62.000000,-47.000000,-59.000000,-61.000000,-64.500000,-57.000000,-67.000000,-57.500000,-68.000000,-56.000000,-83.000000,-57.000000
8.000000,4.800000,-93.000000,-76.000000,-73.000000,-55.000000,-53.500000,-56.000000,-60.000000,-63.000000,-64.000000,-93.000000,-60.000000,-68.000000,-54.500000,-93.000000,-58.000000
9.600000,4.800000,-93.000000,-77.000000,-66.000000,-57.000000,-55.000000,-57.000000,-61.000000,-62.500000,-57.000000,-68.000000,-65.000000,-67.000000,-58.000000,-82.000000,-53.000000
11.200000,4.800000,-93.000000,-93.000000,-66.000000,-56.000000,-55.000000,-45.000000,-58.500000,-64.000000,-61.500000,-68.000000,-67.000000,-67.000000,-57.000000,-88.000000,-55.500000
12.800000,4.800000,-93.000000,-87.000000,-71.000000,-59.000000,-55.000000,-47.000000,-61.000000,-66.500000,-61.000000,-71.000000,-74.000000,-67.000000,-62.000000,-84.000000,-59.000000
1.600000,6.400000,-80.000000,-83.000000,-66.000000,-68.500000,-58.000000,-65.500000,-60.000000,-72.000000,-58.500000,-55.000000,-58.000000,-73.000000,-59.000000,-84.000000,-66.500000
3.200000,6.400000,-76.000000,-78.000000,-71.000000,-60.000000,-50.000000,-58.000000,-61.000000,-72.000000,-69.000000,-64.000000,-62.000000,-72.000000,-55.000000,-82.000000,-56.000000
4.800000,6.400000,-93.000000,-74.000000,-69.000000,-57.500000,-53.000000,-63.000000,-58.500000,-67.500000,-66.000000,-60.000000,-59.000000,-77.000000,-56.000000,-93.000000,-64.000000
6.400000,6.400000,-93.000000,-71.500000,-73.000000,-55.500000,-45.500000,-57.000000,-64.000000,-68.000000,-57.000000,-62.500000,-66.000000,-70.000000,-57.000000,-93.000000,-61.000000
8.000000,6.400000,-93.000000,-73.000000,-67.000000,-58.000000,-41.000000,-59.000000,-61.000000,-69.000000,-61.500000,-67.000000,-62.000000,-68.000000,-52.500000,-83.000000,-59.000000
9.600000,6.400000,-93.000000,-93.000000,-70.000000,-56.000000,-56.000000,-58.000000,-56.500000,-67.500000,-61.000000,-62.500000,-64.000000,-64.000000,-56.500000,-81.000000,-64.000000
11.200000,6.400000,-93.000000,-93.000000,-73.000000,-51.000000,-50.000000,-47.000000,-55.500000,-63.000000,-62.000000,-62.000000,-59.000000,-72.000000,-54.000000,-84.000000,-62.500000
12.800000,6.400000,-93.000000,-71.000000,-66.000000,-56.000000,-55.000000,-43.000000,-63.000000,-70.000000,-59.000000,-64.000000,-62.000000,-71.000000,-56.000000,-93.000000,-54.000000
1.600000,8.000000,-79.000000,-68.000000,-68.000000,-64.500000,-61.500000,-69.000000,-57.000000,-73.000000,-64.500000,-60.000000,-53.000000,-74.000000,-53.000000,-93.000000,-61.000000
3.200000,8.000000,-93.000000,-71.000000,-66.500000,-67.500000,-56.500000,-59.000000,-55.000000,-76.000000,-63.000000,-63.000000,-51.000000,-67.000000,-51.000000,-82.000000,-60.000000
4.800000,8.000000,-93.000000,-71.000000,-67.000000,-61.000000,-54.000000,-59.000000,-57.000000,-71.000000,-65.000000,-57.500000,-54.000000,-72.000000,-52.000000,-80.000000,-64.000000
6.400000,8.000000,-93.000000,-71.000000,-72.000000,-56.000000,-54.000000,-53.000000,-60.000000,-67.000000,-60.000000,-66.000000,-53.000000,-65.500000,-60.000000,-82.000000,-57.000000
8.000000,8.000000,-93.000000,-63.000000,-65.000000,-57.500000,-49.500000,-55.500000,-56.000000,-71.000000,-66.000000,-59.000000,-63.000000,-75.000000,-50.000000,-93.000000,-67.000000
9.600000,8.000000,-93.000000,-72.000000,-68.000000,-56.000000,-49.000000,-50.000000,-57.000000,-73.000000,-69.000000,-65.000000,-61.000000,-72.000000,-56.000000,-93.000000,-64.000000
11.200000,8.000000,-93.000000,-70.000000,-66.000000,-53.000000,-56.000000,-48.000000,-61.500000,-66.000000,-68.000000,-66.000000,-65.000000,-93.000000,-56.000000,-82.000000,-59.000000
12.800000,8.000000,-93.000000,-73.000000,-71.000000,-46.000000,-56.500000,-52.000000,-60.000000,-66.000000,-66.500000,-73.000000,-67.000000,-68.000000,-54.500000,-81.000000,-51.000000
1.600000,9.600000,-76.000000,-72.000000,-67.000000,-67.500000,-65.000000,-59.000000,-55.000000,-74.000000,-61.500000,-53.000000,-50.000000,-68.000000,-55.000000,-93.000000,-69.000000
3.200000,9.600000,-79.000000,-68.000000,-60.000000,-66.500000,-56.000000,-62.000000,-53.000000,-73.500000,-64.000000,-51.000000,-57.000000,-75.000000,-55.500000,-84.000000,-54.500000
1.600000,11.200000,-80.000000,-80.000000,-55.000000,-69.500000,-64.500000,-62.000000,-49.500000,-70.500000,-64.500000,-45.500000,-59.000000,-69.000000,-52.000000,-93.000000,-58.000000
3.200000,11.200000,-93.000000,-73.000000,-59.000000,-66.000000,-59.000000,-64.000000,-53.500000,-70.000000,-63.000000,-52.000000,-54.000000,-66.000000,-56.000000,-81.000000,-56.000000
4.800000,11.200000,-93.000000,-73.000000,-65.000000,-64.000000,-62.500000,-64.000000,-49.500000,-77.000000,-62.500000,-58.000000,-56.000000,-66.000000,-48.500000,-86.000000,-52.000000
6.400000,11.200000,-78.000000,-74.000000,-65.000000,-58.000000,-63.000000,-63.000000,-52.000000,-75.000000,-67.000000,-67.000000,-70.000000,-67.000000,-50.000000,-93.000000,-51.000000
8.000000,11.200000,-74.000000,-67.000000,-67.000000,-58.500000,-55.000000,-60.000000,-45.000000,-75.000000,-65.500000,-65.000000,-66.000000,-68.000000,-48.500000,-82.000000,-54.000000
9.600000,11.200000,-93.000000,-69.000000,-70.000000,-52.000000,-54.500000,-62.500000,-56.000000,-74.000000,-63.000000,-64.000000,-70.000000,-63.000000,-56.000000,-81.000000,-51.000000
11.200000,11.200000,-93.000000,-73.000000,-67.500000,-50.000000,-55.000000,-58.000000,-54.000000,-71.000000,-65.000000,-63.000000,-62.500000,-63.500000,-54.000000,-80.000000,-55.000000
12.800000,11.200000,-93.000000,-73.000000,-70.000000,-47.500000,-57.000000,-58.000000,-58.000000,-72.000000,-66.500000,-67.000000,-65.000000,-66.000000,-56.500000,-80.000000,-42.000000
1.600000,12.800000,-72.000000,-76.000000,-57.500000,-66.500000,-61.000000,-63.000000,-58.500000,-72.000000,-61.000000,-53.500000,-53.000000,-71.000000,-59.500000,-82.000000,-54.000000
3.200000,12.800000,-79.000000,-93.000000,-64.000000,-60.500000,-65.500000,-66.000000,-54.500000,-72.000000,-60.500000,-53.000000,-59.500000,-65.000000,-48.000000,-84.000000,-55.000000
4.800000,12.800000,-93.000000,-76.000000,-63.500000,-62.000000,-61.000000,-62.000000,-49.000000,-74.000000,-61.000000,-60.000000,-57.000000,-65.000000,-52.500000,-81.000000,-52.000000
6.400000,12.800000,-77.000000,-76.000000,-69.000000,-63.000000,-63.000000,-59.000000,-40.000000,-74.000000,-66.000000,-63.000000,-65.000000,-67.500000,-51.000000,-93.000000,-50.000000
8.000000,12.800000,-93.000000,-77.000000,-66.500000,-63.500000,-57.000000,-62.500000,-49.000000,-93.000000,-63.000000,-69.000000,-66.000000,-66.000000,-51.000000,-77.000000,-55.500000
9.600000,12.800000,-93.000000,-74.000000,-70.000000,-58.000000,-59.500000,-58.500000,-57.000000,-75.000000,-72.000000,-68.000000,-68.500000,-65.000000,-53.000000,-84.000000,-48.000000
11.200000,12.800000,-93.000000,-73.000000,-69.000000,-64.500000,-61.500000,-57.000000,-55.000000,-68.000000,-69.000000,-66.000000,-67.000000,-67.000000,-51.000000,-82.000000,-47.500000
12.800000,12.800000,-93.000000,-78.000000,-67.500000,-58.000000,-63.500000,-58.500000,-55.000000,-73.000000,-65.000000,-70.000000,-63.000000,-65.500000,-55.500000,-84.000000,-41.000000
1.600000,14.400000,-93.000000,-80.000000,-57.000000,-65.500000,-60.500000,-65.000000,-58.000000,-71.000000,-64.500000,-53.000000,-55.000000,-67.000000,-52.500000,-77.000000,-56.000000
3.200000,14.400000,-68.000000,-76.000000,-63.000000,-67.000000,-61.000000,-71.000000,-53.500000,-69.000000,-67.000000,-57.000000,-64.000000,-69.000000,-47.000000,-83.000000,-51.000000
4.800000,14.400000,-93.000000,-77.000000,-65.000000,-65.000000,-61.500000,-64.000000,-53.500000,-76.500000,-64.000000,-62.000000,-58.000000,-67.000000,-54.000000,-93.000000,-54.000000
6.400000,14.400000,-83.000000,-93.000000,-69.000000,-65.000000,-61.500000,-63.000000,-47.000000,-74.000000,-70.000000,-58.000000,-54.500000,-64.000000,-52.000000,-82.000000,-55.000000
8.000000,14.400000,-93.000000,-76.000000,-71.000000,-64.500000,-65.000000,-60.000000,-48.000000,-73.000000,-64.000000,-60.000000,-60.000000,-63.500000,-48.000000,-93.000000,-50.500000
9.600000,14.400000,-93.000000,-75.000000,-71.000000,-61.500000,-59.500000,-61.000000,-56.000000,-71.500000,-58.000000,-62.000000,-65.000000,-60.000000,-48.500000,-84.000000,-47.000000
11.200000,14.400000,-93.000000,-77.000000,-73.500000,-63.000000,-57.000000,-60.000000,-60.000000,-66.000000,-62.500000,-68.000000,-64.000000,-63.000000,-53.000000,-93.000000,-43.000000
12.800000,14.400000,-93.000000,-77.000000,-72.000000,-62.000000,-59.000000,-62.500000,-59.500000,-77.000000,-64.500000,-67.500000,-68.000000,-66.000000,-58.000000,-79.000000,-43.500000
1.600000,16.000000,-72.000000,-84.000000,-55.000000,-70.500000,-66.500000,-67.000000,-58.000000,-77.000000,-64.000000,-51.000000,-64.500000,-66.000000,-52.000000,-85.000000,-59.000000
3.200000,16.000000,-93.000000,-79.000000,-60.500000,-69.000000,-65.500000,-68.000000,-59.000000,-74.000000,-68.000000,-62.500000,-61.500000,-62.000000,-56.000000,-82.000000,-56.500000
4.800000,16.000000,-76.000000,-79.000000,-56.000000,-67.500000,-64.500000,-65.000000,-57.000000,-73.000000,-65.000000,-63.000000,-61.000000,-62.000000,-51.000000,-81.500000,-48.500000
6.400000,16.000000,-80.000000,-81.000000,-61.000000,-67.500000,-66.500000,-58.000000,-52.500000,-76.000000,-66.000000,-59.000000,-65.000000,-69.500000,-47.500000,-84.000000,-55.000000
8.000000,16.000000,-80.000000,-80.000000,-67.500000,-70.000000,-64.500000,-60.000000,-52.500000,-75.500000,-67.500000,-65.500000,-62.000000,-64.000000,-42.000000,-77.000000,-52.500000
9.600000,16.000000,-93.000000,-74.500000,-73.000000,-62.500000,-66.000000,-64.000000,-57.500000,-73.500000,-71.000000,-64.500000,-65.500000,-59.000000,-50.000000,-81.000000,-53.500000
11.200000,16.000000,-93.000000,-78.000000,-72.500000,-64.000000,-57.000000,-59.000000,-57.000000,-71.000000,-62.000000,-67.000000,-66.000000,-61.000000,-53.000000,-81.000000,-46.500000
12.800000,16.000000,-93.000000,-83.000000,-67.500000,-63.000000,-62.500000,-59.000000,-63.000000,-71.000000,-66.000000,-72.000000,-67.500000,-69.000000,-56.500000,-83.000000,-46.000000
1.600000,17.600000,-76.500000,-86.000000,-67.500000,-74.500000,-70.000000,-68.000000,-60.000000,-75.000000,-69.000000,-51.500000,-61.500000,-58.000000,-56.000000,-79.000000,-53.000000
3.200000,17.600000,-73.000000,-80.000000,-60.000000,-73.000000,-68.000000,-70.500000,-63.000000,-75.500000,-65.500000,-58.500000,-59.000000,-61.500000,-58.500000,-78.500000,-58.000000
1.600000,19.200000,-72.500000,-85.000000,-63.000000,-70.000000,-68.000000,-69.000000,-60.500000,-72.000000,-66.000000,-61.500000,-59.000000,-70.000000,-58.000000,-78.500000,-60.000000
3.200000,19.200000,-71.000000,-93.000000,-63.500000,-76.000000,-64.500000,-73.000000,-59.500000,-76.000000,-62.000000,-70.000000,-65.000000,-58.500000,-58.000000,-75.000000,-62.000000
4.800000,19.200000,-77.000000,-93.000000,-67.500000,-75.500000,-71.000000,-67.500000,-62.500000,-79.000000,-67.000000,-63.500000,-68.500000,-62.500000,-57.500000,-80.500000,-61.500000
